hostname,n_planets,avg_radius_earth,avg_mass_earth,sy_dist,ra,dec
HAT-P-7,1,16.92559,584.8072,341.079,292.24719,47.9695429
WASP-176,1,16.869545,271.74465,568.42,313.6872928,9.1790688
HATS-65,1,16.824709,260.93843,493.32,292.9397825,-26.7402021
WASP-48,1,16.8135,254.264,454.144,291.1623865,55.4730273
HIP 65426,1,16.8135,2860.47,108.875,201.1501727,-51.5045384
WASP-168,1,16.8135,133.4886,303.941,96.7446427,-46.8213635
HATS-27,1,16.8135,168.4499,816.988,193.5524603,-46.5877159
TOI-4329,1,16.81347105,143.02278315,717.128,329.5639152,71.1316048
WASP-136,1,16.81347105,479.92089457,275.587,0.325761,-8.9262512
TOI-1431,1,16.70138124,991.62462984,148.925,316.2036922,55.5880221
CoRoT-1,1,16.7,327.35,787.909,102.0798591,-3.1021394
WTS-1,1,16.7,1274.44,2346.01,293.9850284,36.2962939
TOI-163,1,16.690201,387.7526,411.719,79.7682532,-71.8955269
TOI-4379,1,16.69017226,353.74301699,645.158,252.0478813,-32.4337532
WASP-1,1,16.623,271.415,393.072,5.1669536,31.9899732
TOI-5322,1,16.6117094,184.02264765,476.899,6.5293373,14.3364283
NGTS-3 A,1,16.58932,756.4354,743.972,94.4447595,-35.706364
HAT-P-6,1,16.58932,419.5356,275.358,354.7740917,42.4659866
Kepler-718,1,16.56,,1302.33,299.5618676,43.5035173
WASP-183,1,16.47723,159.55066,325.377,163.7888521,-0.7370663
GPX-1,1,16.47720163,6261.2196179,655.013,38.3691648,56.025708
TOI-3023,1,16.43236571,197.05361234,389.916,165.3158231,-72.3567044
CoRoT-2,1,16.432,1102.82,213.283,291.7770457,1.3836634
HATS-35,1,16.409976,388.38826,514.555,296.688442,-63.5656488
WASP-92,1,16.376349,255.85315,575.889,246.6920395,51.0411328
WASP-88,1,16.36514,133.4886,523.756,309.5112337,-48.4620833
CoRoT-31,1,16.36514,266.9772,2005.76,94.820735,-4.4222978
TOI-2154,1,16.28664896,292.40213444,296.46,71.0281482,84.3642652
TOI-5143,1,16.25302201,,181.38,165.3651202,5.1394812
HD 135344 A,1,16.25302201,3178.28407,141.595,228.9538416,-37.1489176
Kepler-433,1,16.25,896.24,1878.31,297.5936232,40.9772546
2MASS J02192210-3925225,1,16.14096,4417.837,40.08964117,34.8427046,-39.4230767
WASP-118,1,16.14096,163.36462,376.658,19.5505861,2.7027847
HD 2685,1,16.14096,371.8611,196.852,7.3289156,-76.304032
HAT-P-30,1,16.14096,263.7989,213.985,123.9498431,5.8368669
TOI-1789,1,16.14093221,222.4798849,229.067,142.743406,26.5399951
TOI-2046,1,16.14093221,731.0053361,289.668,16.1849423,74.3313055
CoRoT-12,1,16.14,291.438,1126.37,100.7656871,-1.2964437
TOI-4153,1,16.11851425,365.50266805,423.84,335.3934698,82.2160792
TOI-2346,1,16.11851425,394.10722468,437.484,88.0929073,-13.3724686
WASP-174,1,16.10730527,104.88337431,410.149,195.7940145,-41.3848617
K2-237,1,16.06246934,434.15360396,314.995,253.7688479,-28.7105836
CoRoT-11,1,16.03,740.51,655.037,280.6872998,5.9376586
WASP-101,1,16.02887,162.0933,201.224,98.3511016,-23.486086
WASP-58,1,16.02887,308.2951,290.404,274.7012534,45.1722194
HATS-34,1,16.02887,299.07803,508.842,0.7744866,-62.4693167
WASP-81,1,16.017661,231.69807,398.505,304.2079924,3.2939492
Kepler-5,1,15.984034,670.93913,899.777,299.4070341,44.0350387
HAT-P-45,1,15.984,283.492,298.64,274.3732697,-3.3810594
K2-107,1,15.98,266.9772,685.2,284.985355,-22.2934206
TOI-3523 A,1,15.9727975,435.42491759,645.294,304.2834581,42.9065338
WASP-3,1,15.91678,772.3269,231.161,278.6317411,35.6614312
HAT-P-14,1,15.91678,1093.3352,222.663,260.1161719,38.2421682
WASP-73,1,15.91678,908.9938,316.678,319.9496969,-58.1489328
NGTS-32,1,15.91675259,181.16219199,837.457,223.8576228,-18.4323191
Kepler-8,1,15.871944,187.5197,1021.87,281.2881335,42.4510975
KELT-16,1,15.860735,874.0325,444.586,314.2685227,31.6610186
WASP-19,1,15.86070769,366.77398168,268.325,148.4167672,-45.6591078
HATS-66,1,15.815899,1694.0339,1477.98,101.3948048,-33.8816918
WASP-15,1,15.80469,171.6282,282.091,208.9280111,-32.1597118
XO-3,1,15.80469,2316.9807,213.053,65.4695814,57.8172095
HATS-51,1,15.80469,244.09344,389.57,102.8474248,-29.0586551
WASP-61,1,15.80469,851.7844,488.66,75.2996637,-26.0541438
WASP-63,1,15.80469,117.5971,290.684,94.3363562,-38.3233826
CoRoT-36,1,15.80466279,216.12331676,925.958,277.7510149,7.1833465
WASP-113,1,15.793481,150.96925,435.156,224.8728589,46.9600996
HAT-P-8,1,15.6926,406.8224,211.553,343.0414932,35.4471778
WASP-119,1,15.6926,390.9309,302.448,55.9336392,-65.19378
HATS-42,1,15.6926,597.5204,800.377,108.4523991,-33.4373462
WASP-66,1,15.6926,746.9005,500.258,158.2250301,-34.9899074
HD 143811 A,1,15.69257298,1938.7532827,136.608,240.8891972,-30.1371574
TOI-1295,1,15.69257298,451.31633794,388.227,256.6722026,67.8715032
KELT-10,1,15.681391,215.80657,188.404,284.5483823,-47.0033072
TOI-1333,1,15.647764,753.2571,200.492,325.0145363,48.4067674
NGTS-27,1,15.64773706,188.47224535,942.122,206.0265266,-32.5229747
HATS-24,1,15.636555,718.2958,494.182,268.8907069,-61.7474
HAT-P-9,1,15.614137,238.05467,455.203,110.1685157,37.1405946
HD 209458,1,15.58051,232.0159,48.3016,330.7950219,18.8842419
WASP-120,1,15.58048317,1541.4755,381.174,62.6160813,-45.8982434
TOI-3321,1,15.55806521,176.07693748,285.895,265.7603351,-65.0082516
CoRoT-5,1,15.558,148.42,882.472,101.2772396,0.8152163
WASP-87,1,15.524465,692.8694,298.392,185.3246821,-52.8408163
HATS-70,1,15.513256,4100.007,1458.83,109.1045212,-31.2443947
HATS-52,1,15.490838,711.9392,555.134,140.0875894,-31.2692116
HATS-3,1,15.48,340.382,411.211,312.4574879,-24.4286938
WASP-194,1,15.47960235,373.13054982,476.831,295.3877064,56.2178049
WASP-24,1,15.46842,394.1092,322.114,227.2154975,2.343286
WASP-14,1,15.46842,2809.6172,161.997,218.2766247,21.8946875
WASP-159,1,15.46842,174.8065,715.383,68.1364792,-38.9682973
WASP-20,1,15.46839337,98.841,211.877,5.1605621,-23.9357894
TOI-778,1,15.4,878.0,161.743,199.3338503,-15.2737046
XO-7,1,15.389957,225.34147,234.149,277.4780753,85.2333208
HAT-P-23,1,15.334,664.237,364.813,306.1239076,16.7621462
Kepler-91,1,15.322703,257.4423,1294.69,285.6729033,44.1167513
OGLE-TR-56,1,15.278,441.77,282.83913869,269.1479583,-29.5392222
WTS-2,1,15.277867,355.9696,1030.76834437,293.7327826,36.8154936
TOI-2818,1,15.27784069,225.65816897,312.674,119.0598183,-35.1167104
TOI-3894,1,15.27784069,260.61929374,417.365,201.3748265,52.7681036
Kepler-76,1,15.24424,638.8383,822.96,294.1921185,39.6189727
WASP-74,1,15.24424,228.8376,149.216,304.538843,-1.0760033
TrES-2,1,15.24424,473.5667,215.32,286.8085258,49.3164211
TOI-1516,1,15.24421375,1004.33776612,247.054,340.0846204,69.5037313
WASP-149,1,15.24421375,314.96795134,211.73,124.073681,-8.6865813
OGLE-TR-211,1,15.244,327.351,1515.26,160.0598236,-62.4555353
TOI-4773,1,15.22179579,1687.66884117,492.888,114.9426489,-21.4856184
KELT-2 A,1,15.13215,540.311,134.058,92.6640226,30.9571333
WASP-123,1,15.13212395,285.72917,197.996,289.4792124,-32.8601244
KELT-11,1,15.13212395,65.15482343,99.1596,161.7069053,-9.3993646
WASP-108,1,15.13212395,283.50293904,258.777,195.8281644,-49.6397727
Kepler-493,1,15.13,,1745.77,295.3075252,38.8815716
WASP-4,1,15.12091496,381.3940884,267.206,353.5629149,-42.0617794
TOI-4377,1,15.10970598,304.1617855,455.82,164.9324709,-82.2213501
TOI-2109,1,15.098497,1595.49860314,262.041,253.1862971,16.5799153
TOI-5340,1,15.07607904,270.15414595,532.629,59.3094816,22.3783373
Kepler-412,1,15.031269,299.07803,1086.24,286.1103053,43.6809612
HATS-53,1,15.02006,189.10885,585.77,176.628323,-33.8600764
TOI-2420,1,15.02003414,294.62693329,435.174,14.8268138,-19.7711643
WASP-114,1,15.008851,562.24127,523.337,327.6656953,10.4629385
TrES-3,1,14.975,607.03,231.337,268.0291106,37.5463268
Kepler-471,1,14.96,,1249.41,299.0975167,43.4975851
HAT-P-35,1,14.930388,335.62848,506.965,123.250703,4.7870288
HAT-P-58,1,14.93036229,118.2321674,515.59,68.8465093,56.8682691
NGTS-1,1,14.90797,258.07796,218.121,82.7142134,-36.6309812
WASP-100,1,14.90797,400.4658,364.411,68.9598159,-64.027039
WASP-7,1,14.90797,305.1168,162.303,311.0427558,-39.2254856
WASP-184,1,14.90797,181.1631,663.231,209.51701,-30.348153
HATS-41,1,14.90797,3082.951,737.668,103.5173558,-27.0504156
WASP-102,1,14.90794433,197.68926915,535.689,336.4643016,15.8566392
NGTS-21,1,14.90794433,750.07504052,592.891,311.2583112,-35.4278412
HATS-18,1,14.896761,629.144485,624.368,173.9574203,-29.1560639
NGTS-26,1,14.88552637,92.80589484,1093.69,217.6832961,-31.7324526
WASP-36,1,14.874343,750.39663,386.346,131.5803897,-8.0269855
NGTS-6,1,14.863134,425.57437,308.262,75.795382,-30.3994612
HAT-P-55,1,14.84069045,189.42573057,511.388,264.2735096,25.7311468
KELT-23 A,1,14.829507,298.12454,126.261,232.1466406,66.3587097
Gaia-2,1,14.81827249,259.66580852,209.229,110.7353308,67.2526565
WASP-188,1,14.81827249,458.6263913,675.281,278.7819771,36.6156327
WASP-68,1,14.79588,343.2564,226.399,305.0957239,-19.3147271
WASP-62,1,14.79588,165.2716,175.631,87.1398205,-63.9883286
HAT-P-1,1,14.784671,166.86075,158.979,344.4453632,38.674919
WASP-193,1,14.78464554,35.59678158,362.087,164.3491401,-29.9971229
HAT-P-53,1,14.773462,471.65972,666.802,21.8711012,38.9681137
WASP-55,1,14.72860064,186.2474465,297.462,203.7581951,-17.5034961
TOI-5386 A,1,14.70618268,155.10026262,394.486,226.1069193,60.5362318
WASP-127,1,14.694999,52.346601,159.507,160.5587646,-3.8349989
BD+60 1417,1,14.68376472,4767.426105,44.9543,190.8875453,60.0143636
HAT-P-16,1,14.68376472,1341.56043,226.637,9.5730343,42.4630961
CoRoT-18,1,14.68,1102.82,764.889,98.1724172,-0.0316045
Kepler-17,1,14.68,778.65,720.753,298.3952437,47.8149865
TOI-3474,1,14.67255574,193.87532827,420.123,233.5033482,-47.9636597
WASP-169,1,14.616536,178.30263,627.066,127.3872297,-12.9447683
Kepler-6,1,14.616536,212.31044,587.039,296.8372475,48.2399695
TOI-4487 A,1,14.60530185,397.28550875,479.145,306.4220814,45.9710306
HATS-1,1,14.594,589.55,283.971,175.5252399,-23.3548451
K2-132,1,14.5717,155.7367,609.818,182.1662666,-8.7472172
WASP-135,1,14.5717,603.877,298.214,267.2848846,29.8790428
HAT-P-24,1,14.5717,238.3725,415.344,108.8251171,14.2626064
HATS-16,1,14.5717,1039.3041,757.044,358.5588439,-30.0130385
CoRoT-21,1,14.5717,718.2958,1398.83419686,101.0526207,-0.2991544
WASP-35,1,14.5717,225.6593,202.218,76.0818912,-6.2297801
K2-238,1,14.5717,273.3338,537.963,347.7043164,-7.8575592
TOI-1107,1,14.57167491,1064.72516345,281.314,155.6078632,-82.2188693
NGTS-16,1,14.57167491,211.99154747,898.168,58.2639299,-30.8046405
CoRoT-19,1,14.46,352.78,790.663,97.0335983,-0.1707293
Kepler-41,1,14.46,177.98,1093.08,294.5132465,45.9816453
WASP-72,1,14.45961,731.009,434.754,41.0400779,-30.1690785
TOI-3980,1,14.4595851,187.51876013,486.721,12.8419374,59.5758606
TOI-2583 A,1,14.4595851,79.45710175,566.189,272.2670293,45.3368996
HD 203030,1,14.4595851,3496.112477,39.2503,319.7432238,26.2305846
WASP-197,1,14.44837612,403.32424848,483.675,160.6307133,28.1986255
HAT-P-50,1,14.437192,429.0705,515.458,118.0634379,12.1393474
TOI-157,1,14.414774,375.0394,355.683,73.7014398,-76.6806061
HATS-45,1,14.414774,222.481,772.11,101.9942455,-21.9107112
Kepler-485,1,14.41,,1140.95,294.9963415,50.4700458
Qatar-8,1,14.403565,117.91493,281.498,157.4123405,70.5270835
TOI-6029,1,14.39233122,519.64944544,603.119,8.3862555,61.8607659
HAT-P-46,1,14.392,156.684,290.736,270.4441831,-2.97098
TOI-2236,1,14.36991326,502.16888306,355.59,20.1660113,-86.979965
TOI-4794,1,14.35870428,308.29355479,543.008,110.4835517,-12.5654781
TOI-2152,1,14.35870428,899.45439181,303.006,26.3389717,77.7901231
HAT-P-42,1,14.348,331.801,405.238,135.3443583,6.0970828
TOI-6130,1,14.3474953,333.71982735,220.882,339.2050832,16.8271941
WASP-39,1,14.336311,89.31023,213.982,217.3266477,-3.4444994
HAT-P-36,1,14.313893,587.413406,294.419,188.2662048,44.9153672
HD 210193,1,14.3,153.1,42.2029,332.3951324,-41.225205
HD 45652,1,14.3,137.62039,34.8541,97.3058709,10.9336212
HD 10975,1,14.3,143.02278315,116.506,27.1628025,37.9527542
OGLE-2006-BLG-284L A,1,14.3,144.0,4000.0,269.65925,-29.1366667
KMT-2021-BLG-0748L,1,14.3,143.02278315,6090.0,272.4213333,-25.7465806
OGLE-2015-BLG-1771L,1,14.3,138.0,7070.0,268.799,-28.86275
HD 2638,1,14.3,133.4886,54.9621,7.4990038,-5.76496
HD 330075,1,14.3,152.5584,45.2989,237.4054997,-49.9639199
HD 164509,1,14.3,140.79869,53.1119,270.3800811,0.1044685
HD 30669,1,14.3,149.37,58.0844,72.1198522,-28.4190757
DMPP-2,1,14.3,138.89171,137.94,27.407731,-34.4590985
NGC 2682 YBP 401,1,14.3,146.2018,830.822,132.8293081,11.6710271
51 Peg,1,14.3,146.2018,15.4614,344.3675399,20.7690958
OGLE-2012-BLG-0724L,1,14.3,150.0,6700.0,268.9682917,-29.8185278
OGLE-2016-BLG-1067L,1,14.3,140.0,3730.0,273.2045,-27.0126389
HD 99109,1,14.3,139.8452,54.7901,171.0715576,-1.529761
TOI-3912,1,14.28024141,129.03833324,465.992,215.8014956,24.0765639
HAT-P-4,1,14.28,213.255,320.451,229.99122,36.229545
WASP-64,1,14.247,403.945,369.926,101.1149223,-32.8583878
WASP-52,1,14.24,146.2,174.818,348.4947931,8.7610793
WASP-140,1,14.23540549,775.5052,117.598,60.3855387,-20.4509991
WASP-75,1,14.235,340.06,294.001,342.3858995,-10.6754686
TOI-2031 A,1,14.20177855,254.2627256,276.105,331.1178077,81.5659509
NGTS-23,1,14.20177855,194.82881349,1074.95,70.4322947,-40.0445299
Pr0201,1,14.2,171.6282,180.64,130.4324005,20.2268164
GJ 9773,1,14.2,172.580825,15.9211,333.1502333,8.5503355
HD 6434,1,14.2,155.7367,42.358,16.1663441,-39.4904909
HD 75289,1,14.2,155.7367,29.1158,131.9181715,-41.7377748
OGLE-2019-BLG-0304L,1,14.2,162.09248757,6980.0,264.0267083,-26.1459889
BEBOP-3,1,14.2,177.34825111,119.052,110.902655,79.1323952
HIP 5763,1,14.2,162.09248757,31.9043,18.495343,16.4942738
HD 208487,1,14.2,165.265,45.147,329.3332489,-37.7641354
KMT-2022-BLG-0303L,1,14.2,163.04597279,6570.0,268.033125,-22.6890806
KMT-2017-BLG-2331L,1,14.2,171.0,8030.0,264.4072083,-29.4612111
KIC 5479689,1,14.2,158.9142035,454.95,299.3254983,40.6381229
OGLE-2017-BLG-0604L,1,14.2,160.0,3950.0,267.891667,-30.9465556
HD 94771,1,14.2,169.0,57.7807,163.9746776,-35.1145225
ups Leo,1,14.2,162.09248757,52.5973,174.2372188,-0.8235643
OGLE-2017-BLG-0406L,1,14.2,130.0,5200.0,268.999667,-29.8631389
OGLE-2011-BLG-0251L,1,14.2,170.0,2570.0,264.559083,-27.1361389
HD 102195,1,14.2,130.3103,29.3386,176.4254063,2.8209912
OGLE-2014-BLG-1760L,1,14.2,180.0,6860.0,269.408997,-28.9631577
HD 192263,1,14.2,177.9848,19.6359,303.4990864,-0.8657574
HD 212301,1,14.2,162.0933,54.2304,336.8803957,-77.7183219
MOA-2010-BLG-117L,1,14.2,170.0,3500.0,271.95697,-25.3446388
BD+42 2315,1,14.2,174.80562385,610.715,187.5887597,41.2695674
HD 217958,1,14.2,166.54208527,61.7957,346.136577,-25.6917758
HD 63765,1,14.2,168.4499,32.5376,116.9582617,-54.265345
TOI-1601,1,14.19902343,387.0,336.608,38.361569,41.0134321
GU Psc,1,14.179,3591.3,47.5501,18.146485,17.0650029
WASP-165,1,14.12334,209.13214,602.236,357.5806472,-17.0775947
HATS-25,1,14.12334,194.82979,471.158,207.9076746,-23.7812403
CoRoT-26,1,14.12,165.26,1045.18,279.7504991,6.9697828
TOI-1296,1,14.11645916,95.3,323.265,256.7706392,70.2384806
KMT-2023-BLG-1454L,1,14.1,200.23189641,7220.0,267.6200833,-29.62275
KMT-2019-BLG-1953L,1,14.1,200.0,7040.0,269.11625,-28.2011111
OGLE-2014-BLG-0319L,1,14.1,181.16219199,7730.0,266.9611667,-33.9350444
eps Eri,1,14.1,209.76674862,3.2026,53.2284306,-9.4581715
HD 103720,1,14.1,197.046,45.5352,179.1713308,-2.7791393
MOA-2016-BLG-319L,1,14.1,200.0,6800.0,268.742218,-29.7504635
MOA-bin-29,1,14.1,190.0,7120.0,269.3759583,-29.7365639
HD 216770,1,14.1,181.1631,36.6625,343.9748751,-26.6595286
BD-10 3166,1,14.1,187.5197,84.4069,164.6191243,-10.7704227
HD 79181,1,14.1,203.41018048,103.335,137.9944736,-19.7474341
HD 31253,1,14.1,197.0546,58.1438,73.6822877,12.3520103
HD 175541,1,14.1,190.06234,129.603,283.9203211,4.2649344
OGLE-2014-BLG-0124L,1,14.1,206.58846455,3500.0,270.6217083,-28.39625
HD 170469,1,14.1,209.7678,60.178,277.2955423,11.6954244
Gaia22dkvL,1,14.1,187.83658854,1270.0,151.769,-66.1808889
HD 161178,1,14.1,181.16219199,107.188,264.2873565,72.455859
HD 44219,1,14.1,184.34047606,52.9051,95.0599971,-10.7250799
WASP-94 B,1,14.1,196.411,208.696,313.7882932,-34.135724
HD 105779,1,14.1,203.41018048,55.2411,182.6612053,-16.9564908
OGLE-2018-BLG-1269L,1,14.1,210.0,2510.0,269.693417,-27.6179444
OGLE-2013-BLG-1721L,1,14.1,200.0,6300.0,268.126556,-30.2926941
TOI-150,1,14.067295,797.7533,336.267,112.965421,-73.6060358
TOI-858 B,1,14.06727078,349.6112477,250.489,60.1998256,-54.5929177
Qatar-2,1,14.056,792.635,181.374,207.6554928,-6.8040714
HATS-55,1,14.022459,292.72143,609.838,114.2833819,-32.7554188
HATS-29,1,14.022459,207.54299,353.891,285.0965172,-54.8933408
WASP-185,1,14.01125,311.4734,279.35,214.0595791,-19.5423062
XO-4,1,14.01125,451.3186,272.655,110.3880285,58.2681094
Ross 458,1,14.01125,1906.98,11.5094,195.1912147,12.3755996
TOI-4465,1,14.01122587,1872.00931723,121.139,276.1340312,15.8418856
OGLE-TR-10,1,14.011,197.046,1344.97,267.8677483,-29.8764758
HATS-32,1,14.000041,292.4036,745.116,346.0750861,-21.2720168
HD 38283,1,14.0,127.132,38.0615,84.2605324,-73.6998131
OGLE-2017-BLG-1522L,1,14.0,240.0,7490.0,270.319366,-28.4619713
HD 219139,1,14.0,247.90615746,104.935,348.3604055,11.0649832
HD 181720,1,14.0,127.132,60.2046,290.7212224,-32.9208401
ome Ser,1,14.0,233.92170755,76.7556,237.5732422,2.196304
BD+55 362,1,14.0,228.83645304,52.5697,23.9636676,56.6982282
KMT-2017-BLG-1146L,1,14.0,230.0,6500.0,269.105833,-33.1424694
NGC 2682 YBP 1514,1,14.0,127.132,914.221,132.7531307,11.8865128
HD 360,1,14.0,238.37130525,111.542,2.072903,-8.8242618
OGLE-2018-BLG-1428L,1,14.0,240.0,6220.0,265.548708,-26.1378889
OGLE-2015-BLG-0051L,1,14.0,230.0,8200.0,269.662537,-28.0316944
V830 Tau,1,14.0,222.481,130.111,68.2918259,24.5619241
KMT-2021-BLG-1898L,1,14.0,232.01473711,6900.0,265.691875,-27.3758389
HD 156411,1,14.0,235.18,56.8655,259.9639522,-48.5502313
HIP 18606,1,14.0,244.72787339,47.0288,59.7181058,-5.4706979
OGLE-2017-BLG-0373L,1,14.0,127.0,5915.0,269.3294067,-31.9517231
OGLE-2016-BLG-1093L,1,14.0,225.65816897,8120.0,269.0042917,-32.7134722
HD 224693,1,14.0,222.481,93.5015,359.9749837,-22.4279999
HIP 86221,1,14.0,225.65816897,29.4898,264.294875,27.896391
HD 96167,1,14.0,227.88411,85.3006,166.3125657,-10.291345
HD 155193,1,14.0,238.37130525,57.7995,257.4208876,10.0381003
HD 8535,1,14.0,216.1244,55.4401,20.9054804,-41.2701007
MOA-2022-BLG-563L,1,14.0,127.1313628,6530.0,270.3002083,-27.8358306
HD 124330,1,14.0,238.37130525,60.1977,212.8207093,54.4089731
HD 211810,1,14.0,212.9461,64.6353,334.5286724,61.1349912
KMT-2016-BLG-2605L,1,14.0,245.0457018,6421.0,269.8230833,-26.982
TOI-1937 A,1,13.97759893,638.83509807,415.135,116.3707214,-52.3832587
HD 205158,1,13.9,124.58873554,86.6159,323.9186227,-59.6933144
KMT-2021-BLG-1150L,1,13.9,279.68899816,3800.0,268.790125,-31.3133306
KMT-2021-BLG-2478L,1,13.9,286.0455663,2970.0,269.3092083,-29.1019694
HD 4208,1,13.9,257.4423,34.1937,11.1125532,-26.5150392
HD 17674,1,13.9,276.5121,44.4264,42.7684964,30.2865981
OGLE-2011-BLG-0265L,1,13.9,280.0,4380.0,269.448833,-27.3945278
KMT-2022-BLG-2076L,1,13.9,279.68899816,5570.0,268.051125,-29.0279306
HD 167768,1,13.9,270.15414595,107.214,274.2213308,-3.0085807
OGLE-2018-BLG-0932L,1,13.9,282.86728223,6620.0,268.3512083,-29.0218056
Kepler-39,1,13.9,6388.1,1057.41,296.9603348,46.0342954
HD 25171,1,13.9,290.81445,55.6146,58.9574779,-65.1863239
HD 109246,1,13.9,273.3338,67.8349,188.027184,74.4893379
HD 197037,1,13.9,251.0,33.1944,309.8869681,42.247593
PSR J2322-2650,1,13.9,252.643067,230.0,350.6443481,-26.8495331
HD 148156,1,13.9,270.144,57.1289,247.0723035,-46.3175085
HD 136925,1,13.9,266.97586188,47.874,230.7157509,13.3663117
HIP 34222,1,13.9,263.79757781,22.8386,106.4257786,27.4704132
HD 2952,1,13.9,284.77425267,110.103,8.2938367,54.8948177
HD 187085,1,13.9,265.70588,45.8993,297.3915731,-37.7809929
KMT-2023-BLG-2209L,1,13.9,254.2627256,5570.0,268.9942083,-29.3056694
OGLE-2016-BLG-1227L,1,13.9,250.0,,265.597125,-33.7597778
HD 114729,1,13.9,262.20975,37.8063,198.1833997,-31.8746756
BD+48 738,1,13.9,289.2253,871.493,40.7102869,49.5869395
24 Boo,1,13.9,280.64248338,95.9863,217.1555242,49.8446488
HD 128356,1,13.9,282.8687,26.1548,219.2702793,-25.8031728
HD 179949,1,13.9,291.12,27.4573,288.8890182,-24.1797939
OGLE-2018-BLG-1119L,1,13.9,289.22385037,5760.0,270.02925,-32.3752778
WASP-180 A,1,13.89916,286.047,253.985,123.3922465,-1.9827874
WASP-124,1,13.89916,190.698,448.637,332.7143373,-30.7497189
WASP-85 A,1,13.89916,402.05495,141.887,175.9080328,6.5637842
NGTS-17,1,13.89913607,242.82090295,1040.28,72.9005729,-34.2262128
Kepler-731,1,13.88,,1257.16,296.3931945,45.568533
HATS-9,1,13.85,266.02371,638.7,290.8101704,-20.1663771
HATS-68,1,13.809488,410.0007,603.955,15.006077,-58.9047242
WASP-25,1,13.80946422,179.25522155,211.416,195.3597581,-27.5222273
BD+14 4559,1,13.8,330.5432,49.352,318.4010002,14.6893834
GJ 832,1,13.8,314.65012293,4.96435,323.3912616,-49.0125169
HD 99283,1,13.8,308.29355479,111.093,171.4874082,55.8506653
OGLE-2018-BLG-1367L,1,13.8,301.93698665,5370.0,269.755625,-29.1683611
KMT-2016-BLG-2321L,1,13.8,301.93698665,3580.0,264.0579167,-25.5248806
OGLE-2018-BLG-1647L,1,13.8,308.29355479,7880.0,268.962375,-31.817
HD 216536,1,13.8,333.7215,376.233,343.2665641,44.4777303
BD+15 2375,1,13.8,337.21763,768.045,176.4820239,14.6163182
HD 219415,1,13.8,317.83,165.184,348.7243579,56.7303001
HD 285507,1,13.8,311.4734,45.0293,61.755663,15.3349441
HD 10647,1,13.8,298.75,17.3357,25.6233526,-53.7412852
HD 185269,1,13.8,321.0083,51.9917,294.2987668,28.499514
GJ 179,1,13.8,301.93698665,12.356,73.0245495,6.4752347
HD 88133,1,13.8,324.1866,73.6123,152.5319349,18.1857284
KMT-2023-BLG-1642L,1,13.8,343.25467956,6980.0,261.366,-29.0584694
HD 102956,1,13.8,305.1168,121.89,177.8436988,57.6406584
KMT-2021-BLG-2010L,1,13.8,340.07639549,7090.0,268.0085,-32.26975
Kepler-427,1,13.79,92.17,1017.8,288.2545808,43.7048379
